instance_name,file_name,file_path,dataset_seed,source_random_seed,seed_batch_index,instance_index,difficulty,team_count,slot_count,round_robin_mode,meeting_count,constraint_count,hard_constraint_count,soft_constraint_count,hard_constraint_ratio,constraint_density,penalty_weight_min,penalty_weight_max,constraint_families,num_constraint_families,capacity_constraint_count,break_constraint_count,home_away_constraint_count,availability_constraint_count,venue_constraint_count,separation_constraint_count,fairness_constraint_count,travel_constraint_count
synthetic_study_easy_07t_single_seed44_0160,synthetic_study_easy_07t_single_seed44_0160.xml,data/raw/synthetic/study/synthetic_study_easy_07t_single_seed44_0160.xml,44,308885,2,160,easy,7,8,single,21,7,3,4,0.4286,0.15,6,24,Availability;Break;Capacity;Fairness;HomeAway;Travel;Venue,7,1,1,1,1,1,0,1,1
synthetic_study_medium_14t_double_seed44_0161,synthetic_study_medium_14t_double_seed44_0161.xml,data/raw/synthetic/study/synthetic_study_medium_14t_double_seed44_0161.xml,44,316804,2,161,medium,14,29,double,182,13,8,5,0.6154,0.4,11,41,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,2,2,1,1,1,3,1
synthetic_study_hard_17t_double_seed44_0162,synthetic_study_hard_17t_double_seed44_0162.xml,data/raw/synthetic/study/synthetic_study_hard_17t_double_seed44_0162.xml,44,324723,2,162,hard,17,38,double,272,16,9,7,0.5625,0.75,21,76,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,3,3,2,2,1,1,3,1
synthetic_study_easy_07t_double_seed44_0163,synthetic_study_easy_07t_double_seed44_0163.xml,data/raw/synthetic/study/synthetic_study_easy_07t_double_seed44_0163.xml,44,332642,2,163,easy,7,16,double,42,8,3,5,0.375,0.32,7,18,Availability;Break;Capacity;Fairness;HomeAway;Travel;Venue,7,1,1,1,1,1,0,2,1
synthetic_study_medium_08t_single_seed44_0164,synthetic_study_medium_08t_single_seed44_0164.xml,data/raw/synthetic/study/synthetic_study_medium_08t_single_seed44_0164.xml,44,340561,2,164,medium,8,11,single,28,6,3,3,0.5,0.3,12,35,Availability;Break;Capacity;Fairness;HomeAway;Venue,6,1,1,1,1,1,0,1,0
synthetic_study_hard_18t_double_seed44_0165,synthetic_study_hard_18t_double_seed44_0165.xml,data/raw/synthetic/study/synthetic_study_hard_18t_double_seed44_0165.xml,44,348480,2,165,hard,18,39,double,306,17,13,4,0.7647,0.65,22,70,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,3,3,2,2,2,2,1
synthetic_study_easy_04t_single_seed44_0166,synthetic_study_easy_04t_single_seed44_0166.xml,data/raw/synthetic/study/synthetic_study_easy_04t_single_seed44_0166.xml,44,356399,2,166,easy,4,3,single,6,4,2,2,0.5,0.25,8,19,Availability;Break;Capacity;HomeAway,4,1,1,1,1,0,0,0,0
synthetic_study_medium_09t_double_seed44_0167,synthetic_study_medium_09t_double_seed44_0167.xml,data/raw/synthetic/study/synthetic_study_medium_09t_double_seed44_0167.xml,44,364318,2,167,medium,9,22,double,72,7,3,4,0.4286,0.55,13,36,Availability;Break;Capacity;Fairness;HomeAway;Travel;Venue,7,1,1,1,1,1,0,1,1
synthetic_study_hard_19t_single_seed44_0168,synthetic_study_hard_19t_single_seed44_0168.xml,data/raw/synthetic/study/synthetic_study_hard_19t_single_seed44_0168.xml,44,372237,2,168,hard,19,21,single,171,17,11,6,0.6471,0.55,23,71,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,3,2,2,2,2,3,1
synthetic_study_easy_04t_single_seed44_0169,synthetic_study_easy_04t_single_seed44_0169.xml,data/raw/synthetic/study/synthetic_study_easy_04t_single_seed44_0169.xml,44,380156,2,169,easy,4,4,single,6,5,2,3,0.4,0.18,5,20,Availability;Break;Capacity;Fairness;HomeAway,5,1,1,1,1,0,0,1,0
synthetic_study_medium_10t_single_seed44_0170,synthetic_study_medium_10t_single_seed44_0170.xml,data/raw/synthetic/study/synthetic_study_medium_10t_single_seed44_0170.xml,44,388075,2,170,medium,10,11,single,45,9,6,3,0.6667,0.45,10,37,Availability;Break;Capacity;Fairness;HomeAway;Separation;Venue,7,1,2,2,1,1,1,1,0
synthetic_study_hard_20t_double_seed44_0171,synthetic_study_hard_20t_double_seed44_0171.xml,data/raw/synthetic/study/synthetic_study_hard_20t_double_seed44_0171.xml,44,395994,2,171,hard,20,40,double,380,19,11,8,0.5789,0.8,20,72,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,3,4,2,2,2,2,3,1
synthetic_study_easy_05t_double_seed44_0172,synthetic_study_easy_05t_double_seed44_0172.xml,data/raw/synthetic/study/synthetic_study_easy_05t_double_seed44_0172.xml,44,403913,2,172,easy,5,12,double,20,6,2,4,0.3333,0.35,6,21,Availability;Break;Capacity;Fairness;HomeAway;Travel,6,1,1,1,1,0,0,1,1
synthetic_study_medium_11t_double_seed44_0173,synthetic_study_medium_11t_double_seed44_0173.xml,data/raw/synthetic/study/synthetic_study_medium_11t_double_seed44_0173.xml,44,411832,2,173,medium,11,25,double,110,11,6,5,0.5455,0.35,11,38,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,2,2,1,1,1,2,1
synthetic_study_hard_20t_double_seed44_0174,synthetic_study_hard_20t_double_seed44_0174.xml,data/raw/synthetic/study/synthetic_study_hard_20t_double_seed44_0174.xml,44,419751,2,174,hard,20,43,double,380,20,16,4,0.8,0.7,21,73,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,3,3,3,3,2,2,3,1
synthetic_study_easy_06t_single_seed44_0175,synthetic_study_easy_06t_single_seed44_0175.xml,data/raw/synthetic/study/synthetic_study_easy_06t_single_seed44_0175.xml,44,427670,2,175,easy,6,5,single,15,6,2,4,0.3333,0.28,7,22,Availability;Break;Capacity;Fairness;HomeAway;Travel,6,1,1,1,1,0,0,1,1
synthetic_study_medium_12t_single_seed44_0176,synthetic_study_medium_12t_single_seed44_0176.xml,data/raw/synthetic/study/synthetic_study_medium_12t_single_seed44_0176.xml,44,435589,2,176,medium,12,14,single,66,11,6,5,0.5455,0.6,12,39,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,2,2,1,1,1,2,1
synthetic_study_hard_13t_single_seed44_0177,synthetic_study_hard_13t_single_seed44_0177.xml,data/raw/synthetic/study/synthetic_study_hard_13t_single_seed44_0177.xml,44,443508,2,177,hard,13,19,single,78,10,7,3,0.7,0.6,22,74,Availability;Break;Capacity;Fairness;HomeAway;Separation;Venue,7,1,2,2,1,1,1,2,0
synthetic_study_easy_07t_single_seed44_0178,synthetic_study_easy_07t_single_seed44_0178.xml,data/raw/synthetic/study/synthetic_study_easy_07t_single_seed44_0178.xml,44,451427,2,178,easy,7,8,single,21,7,3,4,0.4286,0.22,8,23,Availability;Break;Capacity;Fairness;HomeAway;Travel;Venue,7,1,1,1,1,1,0,1,1
synthetic_study_medium_13t_double_seed44_0179,synthetic_study_medium_13t_double_seed44_0179.xml,data/raw/synthetic/study/synthetic_study_medium_13t_double_seed44_0179.xml,44,459346,2,179,medium,13,30,double,156,13,6,7,0.4615,0.5,13,40,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,3,2,1,1,1,2,1
synthetic_study_hard_14t_double_seed44_0180,synthetic_study_hard_14t_double_seed44_0180.xml,data/raw/synthetic/study/synthetic_study_hard_14t_double_seed44_0180.xml,44,467265,2,180,hard,14,32,double,182,12,8,4,0.6667,0.85,23,75,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,2,2,1,1,1,2,1
