instance_name,dataset_type,num_teams,num_slots,num_constraints,teams_is_even,estimated_minimum_slots,slot_pressure,slot_surplus,num_hard_constraints,num_soft_constraints,num_unclassified_constraints,num_constraints_missing_category,num_constraints_missing_tag,num_constraints_missing_type,ratio_hard_to_all,ratio_soft_to_all,ratio_unclassified_to_all,constraints_per_team,constraints_per_slot,constraints_per_team_slot,number_of_constraint_categories,number_of_constraint_tags,number_of_constraint_types,ratio_constraint_categories_to_constraints,ratio_constraint_tags_to_constraints,ratio_constraint_types_to_constraints,objective_present,objective_name,objective_sense,objective_is_minimization,objective_is_maximization,best_solver,benchmark_solver_support_coverage,benchmark_total_solver_count,benchmark_eligible_solver_count,benchmark_supported_solver_count,benchmark_partially_supported_solver_count,benchmark_unsupported_solver_count,benchmark_not_configured_solver_count,benchmark_failed_solver_count,benchmark_best_solver_support_status,benchmark_best_solver_scoring_status,benchmark_best_solver_mean_objective,benchmark_best_solver_mean_runtime_seconds,benchmark_best_solver_num_runs,objective_cpsat_solver,objective_random_baseline,objective_simulated_annealing_solver
Early 1,real,16,30,196,True,30,1.0,0,83,113,0,0,0,0,0.423469387755102,0.576530612244898,0.0,12.25,6.533333333333333,0.4083333333333333,5,8,2,0.0255102040816326,0.0408163265306122,0.010204081632653,True,SC,,False,False,simulated_annealing_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,simplified_baseline,legacy_feasible_run,27.0,1.6561145999585278,1,30.0,676.639427,27.0
synthetic_study_easy_08t_single_seed44_0130,synthetic,8,8,5,True,7,0.875,1,2,3,0,0,0,0,0.4,0.6,0.0,0.625,0.625,0.078125,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,7.0,0.04805406668068213,3,7.0,69.36217166666667,7.666666666666667
synthetic_study_easy_08t_single_seed44_0133,synthetic,8,9,6,True,7,0.7777777777777778,2,2,4,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.75,0.6666666666666666,0.0833333333333333,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,7.0,0.05580599999908973,3,7.0,78.36217166666667,7.333333333333333
synthetic_study_easy_08t_single_seed44_0148,synthetic,8,8,7,True,7,0.875,1,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,0.875,0.875,0.109375,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,7.0,0.04705663331939527,3,7.0,71.36217166666667,7.666666666666667
synthetic_study_hard_12t_double_seed43_0093,synthetic,12,24,12,True,22,0.9166666666666666,2,9,3,0,0,0,0,0.75,0.25,0.0,1.0,0.5,0.0416666666666666,7,7,2,0.5833333333333334,0.5833333333333334,0.1666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,22.0,60.12650360000165,3,22.0,300.36217166666665,
synthetic_study_hard_12t_double_seed44_0153,synthetic,12,24,12,True,22,0.9166666666666666,2,10,2,0,0,0,0,0.8333333333333334,0.1666666666666666,0.0,1.0,0.5,0.0416666666666666,7,7,2,0.5833333333333334,0.5833333333333334,0.1666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,22.0,60.25287066665866,3,22.0,300.36217166666665,
synthetic_study_hard_12t_single_seed42_0003,synthetic,12,13,11,True,11,0.8461538461538461,2,7,4,0,0,0,0,0.6363636363636364,0.3636363636363636,0.0,0.9166666666666666,0.8461538461538461,0.0705128205128205,8,8,2,0.7272727272727273,0.7272727272727273,0.1818181818181818,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,11.0,60.037009033335686,3,11.0,167.36217166666668,13.0
synthetic_study_hard_12t_single_seed42_0030,synthetic,12,16,10,True,11,0.6875,5,8,2,0,0,0,0,0.8,0.2,0.0,0.8333333333333334,0.625,0.0520833333333333,7,7,2,0.7,0.7,0.2,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,11.0,60.04301380001319,3,11.0,202.36217166666665,15.666666666666666
synthetic_study_hard_12t_single_seed43_0063,synthetic,12,13,11,True,11,0.8461538461538461,2,8,3,0,0,0,0,0.7272727272727273,0.2727272727272727,0.0,0.9166666666666666,0.8461538461538461,0.0705128205128205,7,7,2,0.6363636363636364,0.6363636363636364,0.1818181818181818,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,11.0,60.04570286666664,3,11.0,167.36217166666668,13.0
synthetic_study_hard_12t_single_seed43_0090,synthetic,12,16,10,True,11,0.6875,5,6,4,0,0,0,0,0.6,0.4,0.0,0.8333333333333334,0.625,0.0520833333333333,8,8,2,0.8,0.8,0.2,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,11.0,60.042510300001595,3,11.0,202.36217166666665,15.666666666666666
synthetic_study_hard_12t_single_seed44_0123,synthetic,12,13,11,True,11,0.8461538461538461,2,8,3,0,0,0,0,0.7272727272727273,0.2727272727272727,0.0,0.9166666666666666,0.8461538461538461,0.0705128205128205,7,7,2,0.6363636363636364,0.6363636363636364,0.1818181818181818,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,11.0,60.06343623334154,3,11.0,167.36217166666668,13.0
synthetic_study_hard_12t_single_seed44_0150,synthetic,12,16,10,True,11,0.6875,5,6,4,0,0,0,0,0.6,0.4,0.0,0.8333333333333334,0.625,0.0520833333333333,8,8,2,0.8,0.8,0.2,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,11.0,60.06176170000496,3,11.0,202.36217166666665,15.666666666666666
synthetic_study_hard_13t_double_seed42_0006,synthetic,13,29,13,False,26,0.896551724137931,3,8,5,0,0,0,0,0.6153846153846154,0.3846153846153846,0.0,1.0,0.4482758620689655,0.0344827586206896,8,9,2,0.6153846153846154,0.6923076923076923,0.1538461538461538,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,26.0,60.17846563334266,3,26.0,390.36217166666665,
synthetic_study_hard_13t_double_seed42_0009,synthetic,13,30,14,False,26,0.8666666666666667,4,11,3,0,0,0,0,0.7857142857142857,0.2142857142857142,0.0,1.0769230769230769,0.4666666666666667,0.0358974358974358,7,7,2,0.5,0.5,0.1428571428571428,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,26.0,61.17768969999937,3,26.0,404.36217166666665,
synthetic_study_hard_13t_double_seed42_0060,synthetic,13,32,11,False,26,0.8125,6,6,5,0,0,0,0,0.5454545454545454,0.4545454545454545,0.0,0.8461538461538461,0.34375,0.0264423076923076,8,9,2,0.7272727272727273,0.8181818181818182,0.1818181818181818,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,26.0,60.15595150001658,3,26.0,427.36217166666665,
synthetic_study_hard_13t_double_seed43_0066,synthetic,13,29,13,False,26,0.896551724137931,3,8,5,0,0,0,0,0.6153846153846154,0.3846153846153846,0.0,1.0,0.4482758620689655,0.0344827586206896,8,9,2,0.6153846153846154,0.6923076923076923,0.1538461538461538,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,26.0,60.21560299999934,3,26.0,390.36217166666665,
synthetic_study_hard_13t_double_seed43_0069,synthetic,13,30,14,False,26,0.8666666666666667,4,8,6,0,0,0,0,0.5714285714285714,0.4285714285714285,0.0,1.0769230769230769,0.4666666666666667,0.0358974358974358,8,10,2,0.5714285714285714,0.7142857142857143,0.1428571428571428,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,26.0,60.22513813333353,3,26.0,404.36217166666665,
synthetic_study_hard_13t_double_seed43_0120,synthetic,13,32,11,False,26,0.8125,6,7,4,0,0,0,0,0.6363636363636364,0.3636363636363636,0.0,0.8461538461538461,0.34375,0.0264423076923076,8,8,2,0.7272727272727273,0.7272727272727273,0.1818181818181818,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,26.0,60.09527963333918,3,26.0,427.36217166666665,
synthetic_study_hard_13t_double_seed44_0126,synthetic,13,29,13,False,26,0.896551724137931,3,9,4,0,0,0,0,0.6923076923076923,0.3076923076923077,0.0,1.0,0.4482758620689655,0.0344827586206896,8,8,2,0.6153846153846154,0.6153846153846154,0.1538461538461538,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,26.0,60.208852266679365,3,26.0,390.36217166666665,
synthetic_study_hard_13t_single_seed42_0057,synthetic,13,19,10,False,13,0.6842105263157895,6,6,4,0,0,0,0,0.6,0.4,0.0,0.7692307692307693,0.5263157894736842,0.0404858299595141,8,8,2,0.8,0.8,0.2,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,13.0,59.996613099996466,3,13.0,257.36217166666665,17.333333333333332
synthetic_study_hard_13t_single_seed43_0117,synthetic,13,19,10,False,13,0.6842105263157895,6,7,3,0,0,0,0,0.7,0.3,0.0,0.7692307692307693,0.5263157894736842,0.0404858299595141,7,7,2,0.7,0.7,0.2,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,13.0,60.16748113334567,3,13.0,257.36217166666665,17.333333333333332
synthetic_study_hard_13t_single_seed44_0177,synthetic,13,19,10,False,13,0.6842105263157895,6,7,3,0,0,0,0,0.7,0.3,0.0,0.7692307692307693,0.5263157894736842,0.0404858299595141,7,7,2,0.7,0.7,0.2,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,13.0,60.037257666660786,3,13.0,257.36217166666665,17.333333333333332
synthetic_study_hard_14t_double_seed42_0033,synthetic,14,28,13,True,26,0.9285714285714286,2,9,4,0,0,0,0,0.6923076923076923,0.3076923076923077,0.0,0.9285714285714286,0.4642857142857143,0.0331632653061224,8,8,2,0.6153846153846154,0.6153846153846154,0.1538461538461538,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,26.0,60.33754206666102,3,26.0,405.36217166666665,
synthetic_study_hard_14t_double_seed44_0129,synthetic,14,30,15,True,26,0.8666666666666667,4,9,6,0,0,0,0,0.6,0.4,0.0,1.0714285714285714,0.5,0.0357142857142857,8,10,2,0.5333333333333333,0.6666666666666666,0.1333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,26.0,60.28185143333394,3,26.0,435.36217166666665,
synthetic_study_hard_14t_double_seed44_0180,synthetic,14,32,12,True,26,0.8125,6,8,4,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.8571428571428571,0.375,0.0267857142857142,8,8,2,0.6666666666666666,0.6666666666666666,0.1666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,26.0,60.257861833340336,3,26.0,460.36217166666665,
synthetic_study_hard_14t_single_seed42_0012,synthetic,14,18,15,True,13,0.7222222222222222,5,11,4,0,0,0,0,0.7333333333333333,0.2666666666666666,0.0,1.0714285714285714,0.8333333333333334,0.0595238095238095,8,8,2,0.5333333333333333,0.5333333333333333,0.1333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,13.0,60.10846676669704,3,13.0,267.36217166666665,18.0
synthetic_study_hard_14t_single_seed43_0072,synthetic,14,18,15,True,13,0.7222222222222222,5,11,4,0,0,0,0,0.7333333333333333,0.2666666666666666,0.0,1.0714285714285714,0.8333333333333334,0.0595238095238095,8,8,2,0.5333333333333333,0.5333333333333333,0.1333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,13.0,60.12136429998403,3,13.0,267.36217166666665,18.0
synthetic_study_hard_14t_single_seed44_0132,synthetic,14,18,15,True,13,0.7222222222222222,5,12,3,0,0,0,0,0.8,0.2,0.0,1.0714285714285714,0.8333333333333334,0.0595238095238095,7,7,2,0.4666666666666667,0.4666666666666667,0.1333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,13.0,60.072782766675424,3,13.0,267.36217166666665,18.0
synthetic_study_hard_15t_double_seed42_0015,synthetic,15,36,17,False,30,0.8333333333333334,6,11,6,0,0,0,0,0.6470588235294118,0.3529411764705882,0.0,1.1333333333333333,0.4722222222222222,0.0314814814814814,8,10,2,0.4705882352941176,0.5882352941176471,0.1176470588235294,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,30.0,60.31810810001722,3,30.0,557.3621716666667,
synthetic_study_hard_15t_double_seed42_0036,synthetic,15,32,14,False,30,0.9375,2,9,5,0,0,0,0,0.6428571428571429,0.3571428571428571,0.0,0.9333333333333332,0.4375,0.0291666666666666,8,9,2,0.5714285714285714,0.6428571428571429,0.1428571428571428,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,30.0,60.28009229999346,3,30.0,494.36217166666665,
synthetic_study_hard_15t_double_seed43_0075,synthetic,15,36,17,False,30,0.8333333333333334,6,11,6,0,0,0,0,0.6470588235294118,0.3529411764705882,0.0,1.1333333333333333,0.4722222222222222,0.0314814814814814,8,10,2,0.4705882352941176,0.5882352941176471,0.1176470588235294,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,30.0,60.40448343332779,3,30.0,557.3621716666667,
synthetic_study_hard_15t_double_seed43_0096,synthetic,15,32,14,False,30,0.9375,2,9,5,0,0,0,0,0.6428571428571429,0.3571428571428571,0.0,0.9333333333333332,0.4375,0.0291666666666666,8,9,2,0.5714285714285714,0.6428571428571429,0.1428571428571428,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,30.0,60.2794557333303,3,30.0,494.36217166666665,
synthetic_study_hard_15t_double_seed44_0135,synthetic,15,36,17,False,30,0.8333333333333334,6,12,5,0,0,0,0,0.7058823529411765,0.2941176470588235,0.0,1.1333333333333333,0.4722222222222222,0.0314814814814814,8,9,2,0.4705882352941176,0.5294117647058824,0.1176470588235294,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,30.0,60.38555866666138,3,30.0,557.3621716666667,
synthetic_study_hard_15t_double_seed44_0156,synthetic,15,32,14,False,30,0.9375,2,10,4,0,0,0,0,0.7142857142857143,0.2857142857142857,0.0,0.9333333333333332,0.4375,0.0291666666666666,8,8,2,0.5714285714285714,0.5714285714285714,0.1428571428571428,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,30.0,60.28432336666932,3,30.0,494.36217166666665,
synthetic_study_hard_16t_double_seed42_0018,synthetic,16,32,17,True,30,0.9375,2,9,8,0,0,0,0,0.5294117647058824,0.4705882352941176,0.0,1.0625,0.53125,0.033203125,8,10,2,0.4705882352941176,0.5882352941176471,0.1176470588235294,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,30.0,60.335672566686604,3,30.0,529.3621716666667,
synthetic_study_hard_16t_double_seed43_0078,synthetic,16,32,17,True,30,0.9375,2,10,7,0,0,0,0,0.5882352941176471,0.4117647058823529,0.0,1.0625,0.53125,0.033203125,8,10,2,0.4705882352941176,0.5882352941176471,0.1176470588235294,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,30.0,60.340200533314295,3,30.0,529.3621716666667,
synthetic_study_hard_16t_double_seed44_0138,synthetic,16,32,18,True,30,0.9375,2,11,7,0,0,0,0,0.6111111111111112,0.3888888888888889,0.0,1.125,0.5625,0.03515625,8,10,2,0.4444444444444444,0.5555555555555556,0.1111111111111111,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,30.0,60.32709610002348,3,30.0,530.3621716666667,
synthetic_study_hard_16t_single_seed42_0039,synthetic,16,18,14,True,15,0.8333333333333334,3,8,6,0,0,0,0,0.5714285714285714,0.4285714285714285,0.0,0.875,0.7777777777777778,0.0486111111111111,8,10,2,0.5714285714285714,0.7142857142857143,0.1428571428571428,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,15.0,275.89286289998563,3,15.0,302.36217166666665,18.0
synthetic_study_hard_16t_single_seed43_0099,synthetic,16,18,14,True,15,0.8333333333333334,3,8,6,0,0,0,0,0.5714285714285714,0.4285714285714285,0.0,0.875,0.7777777777777778,0.0486111111111111,8,10,2,0.5714285714285714,0.7142857142857143,0.1428571428571428,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,15.0,60.228823733341414,3,15.0,302.36217166666665,18.0
synthetic_study_hard_16t_single_seed44_0159,synthetic,16,18,14,True,15,0.8333333333333334,3,9,5,0,0,0,0,0.6428571428571429,0.3571428571428571,0.0,0.875,0.7777777777777778,0.0486111111111111,8,9,2,0.5714285714285714,0.6428571428571429,0.1428571428571428,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,15.0,60.13383506665317,3,15.0,302.36217166666665,18.0
synthetic_study_hard_17t_double_seed42_0042,synthetic,17,38,15,False,34,0.8947368421052632,4,11,4,0,0,0,0,0.7333333333333333,0.2666666666666666,0.0,0.8823529411764706,0.3947368421052631,0.023219814241486,8,8,2,0.5333333333333333,0.5333333333333333,0.1333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,34.0,60.52213426667731,3,34.0,661.3621716666667,
synthetic_study_hard_17t_double_seed43_0102,synthetic,17,38,16,False,34,0.8947368421052632,4,13,3,0,0,0,0,0.8125,0.1875,0.0,0.9411764705882352,0.4210526315789473,0.0247678018575851,7,7,2,0.4375,0.4375,0.125,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,34.0,60.375674433346525,3,34.0,662.3621716666667,
synthetic_study_hard_17t_double_seed44_0162,synthetic,17,38,16,False,34,0.8947368421052632,4,9,7,0,0,0,0,0.5625,0.4375,0.0,0.9411764705882352,0.4210526315789473,0.0247678018575851,8,10,2,0.5,0.625,0.125,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,34.0,60.403819533336595,3,34.0,662.3621716666667,
synthetic_study_hard_17t_single_seed42_0021,synthetic,17,20,17,False,17,0.85,3,13,4,0,0,0,0,0.7647058823529411,0.2352941176470588,0.0,1.0,0.85,0.05,8,8,2,0.4705882352941176,0.4705882352941176,0.1176470588235294,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,17.0,60.02422389999265,3,17.0,357.36217166666665,20.0
synthetic_study_hard_17t_single_seed43_0081,synthetic,17,20,17,False,17,0.85,3,14,3,0,0,0,0,0.8235294117647058,0.1764705882352941,0.0,1.0,0.85,0.05,7,7,2,0.4117647058823529,0.4117647058823529,0.1176470588235294,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,17.0,60.0709411999948,3,17.0,357.36217166666665,20.0
synthetic_study_hard_17t_single_seed44_0141,synthetic,17,20,17,False,17,0.85,3,9,8,0,0,0,0,0.5294117647058824,0.4705882352941176,0.0,1.0,0.85,0.05,8,10,2,0.4705882352941176,0.5882352941176471,0.1176470588235294,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,17.0,59.97247620000659,3,17.0,357.36217166666665,20.0
synthetic_study_hard_18t_double_seed42_0024,synthetic,18,37,20,True,34,0.918918918918919,3,14,6,0,0,0,0,0.7,0.3,0.0,1.1111111111111112,0.5405405405405406,0.03003003003003,8,10,2,0.4,0.5,0.1,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,34.0,60.39874993330644,3,34.0,686.3621716666667,
synthetic_study_hard_18t_double_seed42_0045,synthetic,18,39,17,True,34,0.8717948717948718,5,11,6,0,0,0,0,0.6470588235294118,0.3529411764705882,0.0,0.9444444444444444,0.4358974358974359,0.0242165242165242,8,10,2,0.4705882352941176,0.5882352941176471,0.1176470588235294,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,34.333333333333336,60.405873666672655,3,34.333333333333336,719.3621716666667,
synthetic_study_hard_18t_double_seed43_0084,synthetic,18,38,20,True,34,0.8947368421052632,4,14,6,0,0,0,0,0.7,0.3,0.0,1.1111111111111112,0.5263157894736842,0.0292397660818713,8,10,2,0.4,0.5,0.1,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,34.0,60.408741266660705,3,34.0,704.3621716666667,
synthetic_study_hard_18t_double_seed43_0105,synthetic,18,39,17,True,34,0.8717948717948718,5,12,5,0,0,0,0,0.7058823529411765,0.2941176470588235,0.0,0.9444444444444444,0.4358974358974359,0.0242165242165242,8,9,2,0.4705882352941176,0.5294117647058824,0.1176470588235294,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,34.333333333333336,60.40931213332806,3,34.333333333333336,719.3621716666667,
synthetic_study_hard_18t_double_seed44_0144,synthetic,18,38,20,True,34,0.8947368421052632,4,15,5,0,0,0,0,0.75,0.25,0.0,1.1111111111111112,0.5263157894736842,0.0292397660818713,8,9,2,0.4,0.45,0.1,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,34.0,60.399238233318705,3,34.0,704.3621716666667,
synthetic_study_hard_18t_double_seed44_0165,synthetic,18,39,17,True,34,0.8717948717948718,5,13,4,0,0,0,0,0.7647058823529411,0.2352941176470588,0.0,0.9444444444444444,0.4358974358974359,0.0242165242165242,8,8,2,0.4705882352941176,0.4705882352941176,0.1176470588235294,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,34.333333333333336,60.3842432666764,3,34.333333333333336,719.3621716666667,
synthetic_study_hard_19t_double_seed42_0027,synthetic,19,42,21,False,38,0.9047619047619048,4,12,9,0,0,0,0,0.5714285714285714,0.4285714285714285,0.0,1.105263157894737,0.5,0.0263157894736842,8,10,2,0.3809523809523809,0.4761904761904761,0.0952380952380952,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,38.333333333333336,233.91726833333573,3,38.333333333333336,819.3621716666667,
